duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
135,15,Movie,Malaal,2014-02-16,1984.0,PG-13,Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.,60820767,Amit Rai,Nigeria,Alia Bhatt,Sci-Fi & Fantasy
77,11,TV Show,How to Sell Drugs Online (Fast),2019-04-06,1997.0,TV-Y7-FV,"Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race.",65206886,Michael Showalter,Malawi,Kiernan Shipka,Anime Series
91,4,Movie,The Kindness Diaries,2018-05-11,2009.0,TV-Y,"When Nadine's best (and only) friend starts dating her detested older brother, the teenage cynic's life becomes even more unbearable.",39822228,Jim Fall,Panama,A.J. LoCascio,TV Comedies
110,13,TV Show,Miranda Sings Live…Your Welcome,2019-02-05,1992.0,TV-Y7,A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,744472,John Upchurch,Japan,Robert Naylor,Sports Movies
196,7,Movie,The Bros,2018-03-10,2014.0,TV-Y7-FV,"As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner.",32118305,Alberto Rodríguez,Czech Republic,Harry Benson,TV Action & Adventure
153,1,Movie,Get Smart,2017-05-02,1975.0,NR,This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.,71281959,Viju Mane,Senegal,Nehir Erdoğan,Movies
10,5,Movie,Reggie Watts: Spatial,2018-01-09,1970.0,UR,"A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path.",67963030,Chris Weitz,Luxembourg,Jen Taylor,Sci-Fi & Fantasy
163,2,Movie,Love @ Seventeen,2017-08-18,1992.0,TV-14,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",43778755,Golam Kibria Farooki,Poland,Si-kyung Sung,TV Shows
124,1,TV Show,You Don't Mess with the Zohan,2017-09-07,1981.0,TV-Y7-FV,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.,11246206,Peter Pardini,Poland,Jeremiah Zhang,Horror Movies
169,8,TV Show,Ethirmarai,2017-03-16,1944.0,TV-14,Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.,19892932,Hari Viswanath,Guatemala,Sornram Tappituk,Action & Adventure
73,5,TV Show,Boy and the World,2019-02-01,1971.0,TV-MA,"A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost.""",49849747,Thomas Meadmore,Egypt,Lukas Engel,Sports Movies
139,14,Movie,Happy Hunting,2019-03-21,2002.0,TV-Y7-FV,"Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother.",56846353,Jason Cohen,Dominican Republic,Mikael Persbrandt,Romantic TV Shows
80,3,Movie,Sebastian Maniscalco: Why Would You Do That,2018-01-16,2020.0,PG,"Seeing the chance to enrich himself by deceiving a blind heiress, clever con man Oh Soo just does what comes naturally – but his plans soon change.",17736198,Sunil Kumar Agrawal,Uruguay,Bella Thorne,Dramas
179,11,Movie,Lost in Space,2015-05-22,1977.0,NC-17,"When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village.",62281912,Daniel McCabe,Argentina,Samyuktha Menon,Horror Movies
47,13,TV Show,Phir Se,2018-10-28,1960.0,TV-MA,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.,3396915,K. Rajagopal,Indonesia,Ethan Hawke,Crime TV Shows
96,7,Movie,The Epic Tales of Captain Underpants,2019-05-15,2001.0,UR,A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.,69277722,Umesh Ghadge,Poland,Gene Simmons,Comedies
30,3,Movie,Genius,2017-02-21,2020.0,UR,"With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis.",44786817,Vonda Harrell,West Germany,Livia Brito,Movies
176,3,TV Show,Sebastian Maniscalco: Stay Hungry,2018-06-25,1990.0,TV-Y7,"Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.",13019651,Drea Cooper,Croatia,Lauren Elizabeth,Spanish-Language TV Shows
191,14,TV Show,Camarón: The Film,2019-11-16,2006.0,PG,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",64023418,Pradip Kurbah,Turkey,Tim Robinson,Crime TV Shows
79,14,Movie,Flowers,2018-04-27,1978.0,PG-13,"Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends!",77566789,James Yukich,Serbia,Claudia Lennear,Kids' TV
90,15,TV Show,Concrete Football,2015-10-16,2004.0,NC-17,"Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion.",47976908,Prakash Satam,Canada,Tyler Posey,TV Horror
158,15,TV Show,My Ex-Ex,2017-06-25,1981.0,TV-Y7,A Christmas reunion becomes a gateway to the past in this three-part series that explores the intimate complexities of one family's history.,33209525,Cal Saville,Cambodia,Ursula Stolf,Documentaries
139,10,Movie,A Tale of Love and Darkness,2016-09-17,2009.0,TV-Y7-FV,"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history.",17671192,Rhys Thomas,Czech Republic,Tammy Gillis,Anime Features
34,14,TV Show,The Dancer,2016-05-26,2005.0,R,This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.,50031075,Tomas Portella,Turkey,Alice Braga,Docuseries
29,9,Movie,Ricky Gervais: Humanity,2019-12-27,2013.0,G,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,72216743,Ian Samuels,Egypt,Iván Álvarez de Araya,International Movies
126,15,Movie,Shelter,2020-01-16,1976.0,TV-14,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.",4036863,Craig Moss,Spain,Puttichai Kasetsin,Independent Movies
68,15,TV Show,Legacies,2017-12-29,2007.0,TV-Y7-FV,"A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad.",81035643,Taki Oldham,Morocco,Naomi Watts,Classic & Cult TV
150,13,Movie,Pawn Stars,2018-04-24,2019.0,TV-G,Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.,5456957,Tony Collingwood,Portugal,Irfan Khan,Cult Movies
163,7,Movie,The Waterboy,2011-09-27,2019.0,R,"An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network.",60416212,Brian Smith,Netherlands,Sivakumar Palakrishnan,Crime TV Shows
177,6,TV Show,The Nutcracker and the Four Realms,2018-01-28,1966.0,NC-17,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control.",24653134,Josh Izenberg,Colombia,Patrick John Flueger,Anime Series
36,13,TV Show,Together,2017-09-27,1992.0,PG,"After a bitter divorce, a bank drone falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",67305890,Chris Smith,Hong Kong,Baltasar Kormákur,Children & Family Movies
44,13,TV Show,Qismat,2018-04-04,2010.0,PG,A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy.,19711652,Eric Bross,Bangladesh,Julie Benz,Horror Movies
163,6,Movie,No Estoy Loca,2018-11-08,1960.0,NC-17,"Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.",58995124,Sam Taylor-Johnson,Peru,Daiki Shigeoka,Comedies
50,2,Movie,Somewhere Only We Know,2018-08-18,1994.0,TV-14,"At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition.",12943420,Ignacio López Escrivá,"Poland,",Riccardo Scamarcio,TV Action & Adventure
84,9,Movie,Beiimaan Love,2018-09-13,2004.0,TV-Y7,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",27395271,Clive Tonge,Malta,Antti Pääkkönen,Anime Features
46,15,TV Show,Because We're Heading Out,2016-12-01,1946.0,G,"In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe.",38502370,Maryo J. De los Reyes,Egypt,Deepak Dobriyal,Action & Adventure
100,1,Movie,Expo,2018-04-25,2016.0,PG,An eccentric game designer builds a library full of traps and tricks for a group of kids who score the chance to navigate his elaborate scavenger hunt.,40161434,Sanjib Dey,Greece,Sandra Oh,Music & Musicals
134,10,TV Show,Chernobyl Diaries,2018-09-18,1993.0,NC-17,"Two veteran buddy cops are back for a second chapter, this time to tackle a car theft ring that turns out to be much more than they bargained for.",52158200,Hayao Miyazaki,Montenegro,Gagan Kokri,Sci-Fi & Fantasy
151,14,Movie,Running for Grace,2017-10-20,1945.0,TV-G,"Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist.",61003584,Justin Kelly,Singapore,Cody Longo,TV Shows
110,1,TV Show,Kevin Hart: Seriously Funny,2019-07-11,1994.0,TV-Y7-FV,"Fed up with the hypocrisy of the adults around them, three creative high school misfits revive an old debate club as a way to fight back.",68049133,Sujoy Ghosh,Brazil,Karen Fukuhara,Horror Movies
57,15,Movie,In The Dark,2018-12-03,1987.0,TV-Y7-FV,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",17367400,Javier Ambrossi,Slovenia,Peng Yuchang,TV Horror
151,4,Movie,Rehmataan,2019-04-06,1973.0,NC-17,Inside one of Cairo's most impoverished areas exists a place where criminals control everything and everyone.,56199002,Jon Reiner,Mongolia,Doval'e Glickman,Cult Movies
173,9,TV Show,#Rucker50,2019-01-31,1958.0,TV-14,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.,73054753,Ketche,Georgia,Florence Pugh,TV Action & Adventure
96,10,TV Show,Ancient Aliens,2020-01-02,1966.0,TV-G,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets.",48660915,Makarand Mane,Czech Republic,Rudi Dharmalingam,Anime Series
168,12,Movie,Roxanne Roxanne,2019-06-06,1973.0,TV-Y7-FV,An assortment of talent takes the stage for a night of honest stand-up featuring four of Mexico's funniest LGBTQ comedians.,73914747,Laurent Bouzereau,South Africa,Shin Sae-kyeong,Dramas
72,8,Movie,Jeff Garlin: Our Man In Chicago,2015-10-22,1947.0,PG,"Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost.",2699601,Roger Donaldson,Colombia,Kamala Jones,TV Horror
187,2,TV Show,To and From New York,2017-08-07,1998.0,NC-17,Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.,50554329,Michael Bonfiglio,Pakistan,Tooni Afolayan,TV Action & Adventure
90,6,TV Show,Street Food,2017-04-19,2007.0,TV-PG,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",9770164,Takuya Igarashi,Jordan,Felipe Esparza,Independent Movies
164,11,TV Show,The Brave,2016-06-13,2004.0,PG,"While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.",50020867,Julia Knowles,Turkey,Alma Terzic,TV Shows
86,8,TV Show,Results,2017-05-22,2008.0,R,"After being drafted into an elite secret society, a pair of students at Oxford University see the group's extreme debauchery spiral out of control.",30926772,Manav Shah,Saudi Arabia,Elizabeth Taylor,Docuseries
91,13,Movie,Gotham,2019-06-01,1998.0,TV-MA,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.",31668525,Julio Soto Gurpide,Slovenia,Chelsea Edmundson,TV Shows
47,15,Movie,Joker,2017-03-23,1977.0,TV-G,"When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders.",44131467,Nicholaus Goossen,Greece,Clayne Crawford,Anime Features
151,3,TV Show,Nova: Ultimate Mars Challenge,2017-05-07,1994.0,UR,"An American girl and a British lad fall in love amid the social and political upheaval of the 1960s, in this musical featuring songs by the Beatles.",23708490,Ana Quiroga,Guatemala,Richard Gere,Children & Family Movies
129,13,Movie,Dragonheart: A New Beginning,2012-10-24,2016.0,TV-Y7,"High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult.",5761857,Israel Adrián Caetano,Venezuela,Ron O'Neal,Sports Movies
125,2,Movie,We Need to Talk,2018-06-27,2002.0,NR,"The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London.",37221680,John Bridcut,Qatar,Meiyang Chang,Children & Family Movies
42,14,TV Show,"Live Twice, Love Once",2018-05-22,2010.0,PG-13,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,61281782,Adam Alleca,Cambodia,Dermot Arrigan,Crime TV Shows
98,13,Movie,Saadey CM Saab,2019-04-27,1960.0,UR,"A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.",42319147,Tarek Abdel Moaty,Iceland,Irrfan Khan,Anime Features
12,13,TV Show,For the Love of Benji,2017-09-30,1983.0,G,"Four disparate lives – a gangster, a student, a veterinarian and a soldier – are evocatively connected to elements of earth, fire, wind and water.",9888402,Steve Gukas,Ukraine,Mia Rose Frampton,Documentaries
108,14,Movie,Spirit: Riding Free,2019-04-23,1982.0,PG,Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.,74123149,Sujeeth,Liechtenstein,Ghadah Abdulrazeq,Spanish-Language TV Shows
82,5,Movie,Agustín Aristarán: Soy Rada,2017-01-20,1983.0,NR,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more.",81222000,Azazel Jacobs,Malawi,Piolo Pascual,Docuseries
129,1,TV Show,Super Bheem Bana Vajraveer,2017-08-14,1987.0,TV-G,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.,40669263,Michael Dowse,Hungary,Paloma Bernardi,TV Dramas
19,15,Movie,Roonpi Secret Love,2015-12-21,1981.0,TV-Y7,"With the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.",51737562,John Dahl,Denmark,Bill Burr,Dramas
117,12,TV Show,Merantau,2016-07-04,1942.0,PG,"As World War II ends, a young English woman agrees to help an enigmatic American agent root out Russian infiltration of the British government.",58230365,Roland Emmerich,Saudi Arabia,Jeff Daniels,Spanish-Language TV Shows
83,14,TV Show,Pokémon: Indigo League,2017-06-03,1963.0,UR,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,43874947,Sujoy Ghosh,Saudi Arabia,Rui En,Dramas
160,9,TV Show,La Bamba,2017-11-15,1978.0,UR,"Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies.",23151675,Alex Stapleton,Poland,Roger Narayan,Horror Movies
67,9,Movie,Everything About Her,2016-12-23,1964.0,TV-MA,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",22219524,Benoît Jacquot,Philippines,Kevin Spacey,Romantic Movies
62,15,TV Show,Becoming Champions,2015-10-27,1996.0,PG,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.,25950040,Javier Calvo,Lebanon,Aras Bulut İynemli,Dramas
192,4,Movie,Kardec,2016-04-05,1964.0,NC-17,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants.",55892109,S.S. Wilson,Romania,Ngo Thanh Van,Romantic Movies
161,12,TV Show,The Invisible Guardian,2019-11-17,1963.0,TV-Y7,Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.,74213664,Rohit Jugraj,France,Randeep Hooda,TV Horror
91,1,TV Show,One More Shot,2017-10-06,1989.0,TV-Y7-FV,"With entry into the European Union at stake, Albania must rely on a mash-up of elite cops to take down a slippery drug lord dominating its economy.",7714032,Courtney Hunt,Vietnam,Ryota Osaka,TV Action & Adventure
228,14,TV Show,Russell Madness,2018-12-27,1981.0,NC-17,"Friends Mai, Oto and Vik's games at the park become magical adventures, thanks to Yoko, who can turn playgrounds into spaceships and camping sites.",71790534,Stephan Rick,Malaysia,David Tennant,Crime TV Shows
65,3,TV Show,Chhota Bheem,2018-08-03,2006.0,PG-13,"When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him.",55684911,Steven Gomez,Botswana,Erin Fitzgerald,TV Action & Adventure
123,4,Movie,More to Say,2014-12-18,1944.0,TV-Y7,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",76603158,Patrick Graham,Colombia,Charlie Cox,TV Dramas
22,2,TV Show,Footprints: The Path of Your Life,2016-02-24,2017.0,TV-14,"Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline.",79108218,Umesh Shukla,Senegal,Sonia Braga,Thrillers
123,6,TV Show,Tango Feroz,2018-06-07,2012.0,TV-Y7,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways.",31010447,David Dhawan,Botswana,Tig Notaro,Sci-Fi & Fantasy
116,11,Movie,Trio and a Bed,2016-03-31,2006.0,TV-G,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,74079945,Rucha Humnabadkar,Malawi,Arya Babbar,International TV Shows
29,11,TV Show,Queens vs. Kings,2018-09-12,1954.0,PG,"When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks.",53820926,Le Van Kiet,Ireland,Irene Santiago,TV Horror
63,11,Movie,The Dragon Prince,2017-05-25,1944.0,TV-MA,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",50400278,Mimi Leder,Guatemala,Massimo Boldi,Music & Musicals
41,6,Movie,Dad,2015-04-16,1992.0,TV-Y7-FV,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music.",28120874,José Eduardo Belmonte,Chile,Robert Więckiewicz,British TV Shows
92,14,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,2018-10-06,1981.0,G,"In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.",53307175,Datta Mohan Bhandare,Thailand,Yen Tsao,TV Action & Adventure
97,4,Movie,Sugar Rush Christmas,2018-03-07,2013.0,TV-Y,"Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France.",60425506,John Bridcut,Peru,Katherine Escobar Farfan,British TV Shows
196,14,Movie,Trio and a Bed,2019-07-08,1986.0,PG,A man suffering from amnesia can't seem to choose between the women playing tricks on him.,81149151,Vishnu Govindhan,Argentina,Maxwell Simba,Movies
54,7,Movie,Beyond All Boundaries,2014-08-15,2005.0,UR,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging ideals clashed with Richard Nixon's policies.",1637584,Barry Avrich,Serbia,Akshay Kumar,TV Dramas
143,10,TV Show,Suicide (Hitabdut),2017-07-20,1991.0,TV-G,"Infertility affects millions. One couple copes with the assisted reproduction process by documenting its pain, disappointment and potential joy.",60416050,P.T. Kunju Muhammad,Mexico,Leonardo DiCaprio,Independent Movies
142,12,Movie,Used Goods,2017-04-02,1991.0,R,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics.",71903062,Jehane Noujaim,Cayman Islands,Tasuku Hatanaka,Movies
71,6,TV Show,Adam: His Song Continues,2018-06-22,1975.0,TV-G,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""",58048640,John Paul Tremblay,Italy,Maisa Abd Elhadi,Romantic Movies
145,5,Movie,A Very Secret Service,2019-03-16,1974.0,PG-13,"While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.",76801915,Nisheeta Keni,Morocco,Becci Gemmell,International TV Shows
50,9,TV Show,Justin Timberlake + the Tennessee Kids,2018-11-20,1978.0,PG-13,"In a town in southern Spain where racial tensions run high among the workers in its many greenhouses, a cop investigates the murder of a young woman.",16895110,Joyce Bernal,Hong Kong,Kristín Thóra Haraldsdóttir,Music & Musicals
102,11,TV Show,The Dancer,2016-12-31,2016.0,TV-Y,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.,68113328,Noah Moskin,Argentina,Jung-woo Ha,Music & Musicals
34,3,TV Show,"All's Well, End's Well (2009)",2017-09-11,1976.0,G,"Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",8789695,Cheang Pou Soi,Hong Kong,Linor Abargil,Music & Musicals
148,11,Movie,Dil Hai Tumhaara,2018-02-15,2017.0,TV-MA,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.,57495553,Gene Quintano,Indonesia,Timothy Omundson,Cult Movies
178,12,Movie,Coco y Raulito: Carrusel de ternura,2017-05-05,1999.0,G,"Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.",71199837,Carly Stone,Greece,Yang Chen,Music & Musicals
31,10,Movie,Dharam Sankat Mein,2019-05-08,2009.0,R,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,25113744,B. V. Nandini Reddy,Saudi Arabia,Nissar Khan,Romantic TV Shows
182,8,TV Show,Duck Butter,2017-06-01,1982.0,PG,"The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.",23468965,Teo Konuralp,Venezuela,Tig Notaro,British TV Shows
153,8,Movie,Ek Khiladi Ek Haseena,2017-10-03,1995.0,UR,"A look at the life of karate master Fumio Demura shows how he spread the discipline in the West, winning countless devotees and influencing Hollywood.",52351675,Joey Curtis,Chile,João Pedro Zappa,Anime Series
104,4,TV Show,Storage Wars: Northern Treasures,2015-10-23,1975.0,UR,"In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart.",67675049,Seth Henrikson,Pakistan,Burgess Meredith,Sports Movies
147,2,TV Show,Aurora,2016-05-27,2017.0,R,Experience an up-close look at the controversial passion and resulting infamy of big-game hunters Rebecca Francis and Jacine Jadresko.,15799865,Jean-Loup Felicioli,Iceland,Katy Louise Saunders,British TV Shows
182,10,TV Show,Scooby-Doo on Zombie Island,2017-08-20,1947.0,PG-13,"By day, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night, he is a serial killer who only targets other murderers.",57875358,Tianyu Zhao,United States,Zachary Spicer,Action & Adventure
38,8,Movie,Sliver,2019-04-25,1982.0,TV-MA,"With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie.",80143271,Jeff Tremaine,Paraguay,Rachel Hilson,International Movies
192,2,Movie,How to Sell Drugs Online (Fast),2015-12-18,1960.0,TV-G,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.",23057165,Micah Bickham,"Poland,",Lorena Ramírez,Spanish-Language TV Shows
38,9,TV Show,Lifeline,2018-09-12,1984.0,TV-Y7,Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.,72649262,Yuen Wo-Ping,Brazil,Anwulika Alphonsus,Spanish-Language TV Shows
80,14,Movie,Crash Landing on You,2016-06-02,1969.0,NR,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",58588161,Brian De Palma,South Korea,Imran Khan,Anime Series
144,8,TV Show,Zoé: Panoramas,2016-12-15,2003.0,TV-Y7-FV,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",64572874,Rian Johnson,Iceland,Pete Evans,British TV Shows
114,8,Movie,Shirkers,2015-02-13,2007.0,TV-Y,A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.,37428483,Oriol Paulo,Luxembourg,Joep Vermolen,TV Dramas
147,5,Movie,I Don't Feel at Home in This World Anymore,2018-05-07,2014.0,UR,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",81219351,Wael Ihsan,Hungary,Tusshar Kapoor,Crime TV Shows
74,9,TV Show,How to Change the World,2018-02-13,1954.0,TV-Y,"Follow the lives, loves, highs and lows of four members of the Women's Land Army who are working at the Hoxley Estate during WWII.",28554308,Shakun Batra,Jordan,Jesse Rath,TV Shows
66,11,Movie,Memory Games,2016-02-18,2014.0,TV-MA,"When four college friends reunite for a bachelor party, their hunt for cash said to be hidden in Kentucky's backwoods leads to bloodshed and betrayal.",4198248,Parveen Kumar,Guatemala,Jessica Chastain,Stand-Up Comedy & Talk Shows
78,4,TV Show,She's Dating the Gangster,2019-02-21,1946.0,R,"Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury.",39590745,Richard Maurice,Mauritius,Yasser Al Jarraf,Stand-Up Comedy & Talk Shows
47,14,TV Show,Super Bheem,2019-06-04,1986.0,TV-MA,"As a killer stalks the streets, a troubled young courier suspects that a doctor may be the long-lost sister he hasn't seen since childhood.",32425951,Yee Tung-Shing,Somalia,Ramona Milano,Anime Series
65,13,Movie,Rodney King,2015-11-03,1963.0,TV-MA,"Entrepreneurs worldwide explore alternatives to current capitalist structures, advocating for profitable businesses that also tackle social inequality.",41625006,Kranti Redkar,Mauritius,Chetan,Reality TV
125,14,Movie,DRAGON PILOT: Hisone & Masotan,2018-12-20,1977.0,NC-17,"The forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother.",10014668,Michael Bonfiglio,Luxembourg,Angela Chang,Sci-Fi & Fantasy
132,5,Movie,Penelope,2017-08-11,1995.0,PG-13,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",78229317,Rob Silvestri,Russia,Mae Whitman,Stand-Up Comedy
66,9,TV Show,Toc Toc,2019-09-20,1959.0,G,"The emperor's reign of terror expands. Heroic outlaw Ma Teng joins a squad of female rebels, whose leader is torn between family loyalties.",39878740,Bhagyaraj,Mongolia,Ayo Makun,Crime TV Shows
15,7,Movie,Dying to Tell,2019-11-21,1973.0,UR,Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.,58362627,Prawal Raman,Saudi Arabia,Sung Jun,Dramas
112,12,TV Show,The Rebound,2018-09-14,1958.0,TV-Y,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals.",59389922,Krish,South Korea,Charlotte Le Bon,TV Horror
